Make,Model,Year,KM's driven,Price,Fuel,Registration city,Car documents,Assembly,Transmission,Condition,Seller Location
Toyota,Corolla GLI,2014,95000,2900000,Petrol,Rawalpindi,Original,Local,Manual,Used,"Attock Road, Attock"
Toyota,Corolla GLI,2010,118000,2700000,Petrol,Islamabad,Original,Local,Manual,Used,"7th Avenue, Islamabad"
FAW,X-PV,2016,169000,850000,Petrol,Lahore,Original,Local,Manual,Used,"Allama Iqbal Town, Lahore"
Mitsubishi,Lancer,2005,240000,1465000,CNG,Karachi,Original,Imported,Automatic,Used,"Budhai Road, Peshawar"
Suzuki,Bolan,2017,67000,1400000,Petrol,Lahore,Original,Local,Manual,Used,"Popular Nursery Town, Gujranwala"
Daihatsu,Mira,2016,115000,2500000,Petrol,Lahore,Original,Imported,Automatic,Used,"Ghulam Mohammad Abad, Faisalabad"
Mitsubishi,Lancer,2006,212000,1850000,Petrol,Lahore,Original,Imported,Automatic,Used,"Shadman Colony, Gujrat"
Suzuki,Cultus VXR,2003,18000,650000,Petrol,Lahore,Original,Local,Manual,Used,"Others, Faisalabad"
Honda,City IVTEC,2015,90000,2990000,Petrol,Lahore,Original,Local,Manual,Used,"Johar Town, Lahore"
Daihatsu,Mira,2013,100000,2450000,Petrol,Lahore,Original,Imported,Automatic,Used,"Eden Avenue Extension, Lahore"
Suzuki,Bolan,2005,22000,735000,CNG,Islamabad,Original,Local,Manual,Used,"Kallar Syedan, Rawalpindi"
Toyota,Altis Grande,2017,89000,4750000,Petrol,Karachi,Original,Local,Automatic,Used,"Teachers Society, Karachi"
Suzuki,Alto,2019,63000,2000000,Petrol,Karachi,Original,Local,Manual,Used,"Gulistan-e-Jauhar, Karachi"
Honda,City Aspire,2015,175000,3250000,Petrol,Islamabad,Original,Imported,Automatic,Used,"Sahiwal Bypass, Sahiwal"
Daihatsu,Mira,2020,13800,3350000,Petrol,Karachi,Original,Imported,Automatic,Used,"Khalid Bin Walid Road, Karachi"
Toyota,Yaris,2021,45000,4250000,Petrol,Punjab,Original,Local,Automatic,Used,"Haroonabad, Bahawalnagar"
Honda,City IVTEC,2011,101000,2450000,Petrol,Lahore,Original,Local,Manual,Used,"Mansoorah, Lahore"
Daihatsu,Move,2018,75000,2450000,Petrol,Lahore,Original,Imported,Automatic,Used,"Old Town, Gujranwala"
Suzuki,Alto,2002,2020,580000,Petrol,Karachi,Original,Local,Manual,Used,"Gulshan-e-Iqbal, Karachi"
Suzuki,Bolan,2015,123456,760000,Petrol,Lahore,Original,Imported,Manual,Used,"Hamza Town Phase 2, Lahore"
Honda,City IDSI,2005,12345,1650000,Petrol,Lahore,Original,Local,Automatic,Used,"Shanghai Road, Lahore"
Suzuki,Swift,2012,75000,1450000,Petrol,Karachi,Original,Local,Manual,Used,"North Karachi, Karachi"
Daihatsu,Mira,2013,68000,2450000,Petrol,Karachi,Original,Imported,Automatic,Used,"Gulzar-E-Hijri, Karachi"
Toyota,Corolla XLI,2016,165000,3280000,Petrol,Lahore,Original,Local,Manual,Used,"Citi Housing Scheme, Jhelum"
Suzuki,Alto,2014,89000,2300000,Petrol,Karachi,Original,Imported,Automatic,Used,"Garden East, Karachi"
Changan,Karvaan,2023,20000,2800000,Petrol,Islamabad,Original,Local,Manual,Used,"Talagang Road, Chakwal"
Suzuki,Baleno,2003,252000,1050000,Petrol,Lahore,Original,Local,Manual,Used,"Mian Muhammad Road, Mirpur"
Suzuki,Every,2009,115000,1280000,Petrol,Sindh,Original,Imported,Manual,Used,"Daharki, Ghotki"
Hyundai,Santro,2009,123456,1285000,Petrol,Lahore,Original,Imported,Manual,Used,"Abbot Road, Lahore"
Suzuki,Swift,2017,105000,2425000,Petrol,Karachi,Original,Local,Automatic,Used,"Gulistan-e-Jauhar Block 18, Karachi"
FAW,V2,2015,95000,1350000,Petrol,Sindh,Original,Local,Manual,Used,"Johar Town Phase 2, Lahore"
Suzuki,Cultus VXR,2006,100000,655000,Petrol,Karachi,Original,Local,Manual,Used,"Pechs I, Karachi"
Daihatsu,Cuore,2009,65000,1251000,Petrol,Lahore,Original,Imported,Automatic,Used,"Phalia Mandi Bahauddin Road, Mandi Bahauddin"
Suzuki,Bolan,2007,78000,660000,Petrol,Lahore,Original,Local,Manual,Used,"Federal B Area - Block 17, Karachi"
Suzuki,Ravi,2022,27500,1610000,Petrol,Punjab,Original,Local,Manual,Used,"Queens Road, Lahore"
Suzuki,Wagon R,2018,165000,1900000,Petrol,Lahore,Original,Local,Manual,Used,"Cantt, Okara"
Honda,Civic Prosmetic,2008,140000,3200000,Petrol,Islamabad,Original,Local,Automatic,Used,"DHA Defence, Islamabad"
Toyota,Corrolla Altis,2018,50000,4750000,Petrol,Karachi,Original,Local,Automatic,Used,"Sukkur, Sindh"
Suzuki,Cultus VXR,2012,160000,1215000,Petrol,Lahore,Original,Imported,Manual,Used,"Alfalah City, Gujranwala"
Suzuki,Ravi,2017,28000,1150000,Petrol,Karachi,Original,Local,Manual,Used,"Rehman Town, Faisalabad"
Daihatsu,Cuore,2002,10000,650000,CNG,Rahimyar Khan,Original,Imported,Manual,Used,"Others, Charsadda"
Suzuki,Mehran VXR,2014,50000,970000,Petrol,Lahore,Original,Local,Manual,Used,"G-13, Islamabad"
Toyota,Yaris,2022,27500,4950000,Petrol,Lahore,Original,Local,Automatic,Used,"Bhatta Chowk, Lahore"
Daihatsu,Hijet,2013,100000,1240000,Petrol,Lahore,Original,Imported,Automatic,Used,"Kot Lakhpat, Lahore"
Suzuki,Wagon R,2014,135000,1880000,Petrol,Islamabad,Original,Local,Manual,Used,"Hayatabad Phase 4, Peshawar"
Suzuki,Alto,2020,48000,2100000,Petrol,Karachi,Original,Local,Manual,Used,"Gulshan-e-Kaneez Fatima, Karachi"
Suzuki,Baleno,2005,185000,865000,Petrol,Sindh,Original,Local,Manual,Used,"Fatehpur, Layyah"
Suzuki,Wagon R,2022,11344,3215000,Petrol,Lahore,Original,Local,Automatic,Used,"Cantt, Lahore"
Honda,Civic Prosmetic,2005,152500,1370000,Petrol,Faisalabad,Original,Local,Automatic,Used,"Nazimabad, Faisalabad"
Toyota,Corolla GLI,2007,123456,1650000,Petrol,Islamabad,Original,Imported,Manual,Used,"Wah, Punjab"
Toyota,Corolla GLI,2018,55000,4300000,Petrol,Lahore,Original,Local,Manual,Used,"Model Town, Khairpur"
Hyundai,Santro,2004,10000,790000,Petrol,Lahore,Original,Imported,Manual,Used,"Abdullah Garden, Faisalabad"
Suzuki,Alto,2008,88000,980000,Petrol,Islamabad,Original,Imported,Manual,Used,"Aadowal, Gujrat"
Honda,Civic Prosmetic,2012,137306,2470000,Petrol,Lahore,Original,Imported,Automatic,Used,"IEP Engineers Town - Sector A, Lahore"
Daihatsu,Cuore,2010,80000,890000,Petrol,Karachi,Original,Imported,Automatic,Used,"Kemari Town, Karachi"
Daihatsu,Cuore,2011,135000,980000,Petrol,Karachi,Original,Local,Manual,Used,"Airport Road, Bahawalpur"
Daihatsu,Hijet,2015,91000,1580000,Petrol,Karachi,Original,Imported,Automatic,Used,"North Karachi, Karachi"
Toyota,Passo,2011,100000,1650000,Petrol,Sindh,Original,Imported,Automatic,Used,"Gulistan-e-Jauhar, Karachi"
Hyundai,Santro,2007,12345,860000,CNG,Sindh,Original,Local,Manual,Used,"Warsak Road, Peshawar"
Honda,City Aspire,2017,60000,3650000,Petrol,Lahore,Original,Local,Manual,Used,"Al-Raheem Garden, Lahore"
Honda,City IVTEC,2014,155000,2690000,Petrol,Lahore,Original,Local,Manual,Used,"Raiwind, Punjab"
FAW,V2,2016,129480,1325000,Petrol,Multan,Original,Imported,Manual,Used,"D Type Colony, Faisalabad"
Toyota,Yaris,2022,14000,4595000,Petrol,Lahore,Original,Local,Automatic,Used,"Township - Sector C1, Lahore"
Suzuki,Mehran VXR,2006,40000,600000,Petrol,Bahawalpur,Original,Local,Manual,Used,"Salli Town, Lahore"
Toyota,Corrolla Altis,2018,82000,4650000,Petrol,Lahore,Original,Local,Automatic,Used,"Bhimber Road, Gujrat"
Toyota,Corolla XLI,2006,182000,1650000,Petrol,Lahore,Original,Local,Manual,Used,"Chakwal, Punjab"
Daihatsu,Mira,2014,102000,2500000,Petrol,Karachi,Original,Imported,Automatic,Used,"Abid Town, Karachi"
Honda,Civic Prosmetic,2007,125000,1970000,Petrol,Karachi,Original,Local,Automatic,Used,"Korangi Industrial Area, Karachi"
Suzuki,Every,2018,95000,1550000,Petrol,Karachi,Original,Imported,Manual,Used,"Nazimabad, Karachi"
Mitsubishi,Lancer,2005,100000,1150000,Petrol,Karachi,Original,Local,Automatic,Used,"North Nazimabad, Karachi"
Suzuki,Mehran VXR,2008,123456,760000,Petrol,Lahore,Original,Local,Manual,Used,"G-13/2, Islamabad"
Daihatsu,Mira,2013,123000,1995000,Petrol,Karachi,Original,Imported,Automatic,Used,"Gulshan-e-Iqbal Town, Karachi"
Suzuki,Every,2013,132000,1745000,Petrol,Lahore,Original,Imported,Automatic,Used,"Wapda Town, Lahore"
Honda,City Aspire,2018,100000,3350000,Petrol,Islamabad,Original,Local,Manual,Used,"7th Avenue, Islamabad"
Hyundai,Santro,2006,75000,975000,Petrol,Lahore,Original,Imported,Manual,Used,"Islampura, Lahore"
Honda,Civic Prosmetic,2006,186644,1750000,Petrol,Sindh,Original,Local,Automatic,Used,"Bahria Town Rawalpindi, Rawalpindi"
Toyota,Altis Grande,2015,107644,4500000,Petrol,Islamabad,Original,Local,Automatic,Used,"H-9, Islamabad"
Suzuki,Wagon R,2017,60000,1900000,Petrol,Lahore,Original,Local,Manual,Used,"Canal View, Lahore"
Toyota,Corolla XLI,2004,250000,1400000,Petrol,Faisalabad,Original,Local,Manual,Used,"Aziz Bhatti Town, Sargodha"
Honda,City IVTEC,2019,45000,3995000,Petrol,Karachi,Original,Local,Automatic,Used,"Others, Bahawalnagar"
Suzuki,Swift,2016,74000,1950000,Petrol,Karachi,Original,Local,Manual,Used,"Shahbaz Town, Quetta"
Suzuki,Baleno,2000,244449,895000,Petrol,Islamabad,Original,Imported,Manual,Used,"GT Road, Hasan Abdal"
Toyota,Corolla XLI,2011,116500,2320000,Petrol,Lahore,Original,Local,Manual,Used,"Malir Cantonment, Karachi"
Toyota,Corolla GLI,2010,130000,2100000,Petrol,Karachi,Original,Local,Manual,Used,"Denso Hall, Karachi"
Suzuki,Mehran VXR,2014,62000,1160000,Petrol,Lahore,Original,Local,Manual,Used,"Jaranwala, Faisalabad"
Honda,City Aspire,2012,170000,2565000,Petrol,Lahore,Original,Local,Manual,Used,"Others, Dera Ghazi Khan"
Suzuki,Alto,2011,100000,1650000,Petrol,Karachi,Duplicate,Imported,Automatic,Used,"Nazimabad 4, Karachi"
Mitsubishi,Minicab Bravo,2012,156000,1450000,Petrol,Unregistered,Original,Imported,Automatic,Used,"Mehrpura Sharqi, Attock"
Daihatsu,Cuore,2006,124575,725000,Petrol,Karachi,Original,Imported,Automatic,Used,"Chan Da Qila, Gujranwala"
Toyota,Corolla GLI,2019,46500,4150000,Petrol,Sindh,Original,Local,Automatic,Used,"Others, Haripur"
Daihatsu,Cuore,2007,1234,785000,Petrol,Faisalabad,Original,Imported,Manual,Used,"Rahim Town, Faisalabad"
Daihatsu,Cuore,2003,246000,900000,Petrol,Lahore,Original,Imported,Manual,Used,"Depalpur Road, Kasur"
Suzuki,Wagon R,2016,120000,1850000,Petrol,Lahore,Original,Local,Manual,Used,"Canal Bank Housing Scheme, Lahore"
Suzuki,Baleno,2004,1000,700000,Petrol,Karachi,Original,Local,Manual,Used,"North Nazimabad - Block L, Karachi"
FAW,V2,2018,94000,1250000,Petrol,Karachi,Original,Imported,Manual,Used,"Gulshan-e-Iqbal, Karachi"
Suzuki,Alto,2005,50000,1500000,Petrol,Islamabad,Original,Imported,Automatic,Used,"G-11/3, Islamabad"
Honda,City IDSI,2007,191000,1980000,Petrol,Lahore,Original,Local,Manual,Used,"Kasur, Punjab"
Mitsubishi,Ek Wagon,2011,114000,1550000,Petrol,Punjab,Original,Imported,Automatic,Used,"I-8, Islamabad"
Honda,City IVTEC,2019,34000,3800000,Petrol,Lahore,Original,Local,Manual,Used,"Others, Faisalabad"
Daihatsu,Hijet,2012,315439,1280000,Petrol,Lahore,Original,Imported,Automatic,Used,"Township - Sector B2, Lahore"
Daihatsu,Cuore,2010,36000,950000,Petrol,Sindh,Original,Local,Manual,Used,"New Karachi, Karachi"
Honda,Civic Prosmetic,2002,187000,1475000,Petrol,Lahore,Original,Imported,Automatic,Used,"OPF Housing Scheme, Lahore"
Suzuki,Swift,2016,177500,1790000,Petrol,Karachi,Original,Local,Manual,Used,"Orangi Town, Karachi"
Suzuki,Bolan,2018,70000,1249000,Petrol,Lahore,Original,Local,Manual,Used,"Waris Road, Lahore"
Suzuki,Alto,2001,100000,575000,Petrol,Karachi,Original,Local,Manual,Used,"Hill Park, Karachi"
Suzuki,Ravi,2013,100000,575000,Petrol,Karachi,Original,Imported,Manual,Used,"North Karachi, Karachi"
Suzuki,Mehran VXR,2017,85000,1200000,Petrol,Lahore,Original,Local,Manual,Used,"PASSCO Housing Society, Lahore"
Daihatsu,Cuore,2009,107361,950000,Petrol,Lahore,Original,Local,Manual,Used,"Ichhra, Lahore"
Suzuki,Wagon R,2016,117980,1875000,Petrol,Lahore,Original,Local,Manual,Used,"Eden Gardens, Faisalabad"
Suzuki,Mehran VXR,2003,44000,550000,Petrol,Faisalabad,Original,Local,Manual,Used,"Jaranwala Road, Faisalabad"
Suzuki,Alto,2006,10000,450000,Petrol,Sukkar,Original,Local,Manual,Used,"Old Sukkur, Sukkur"
Suzuki,Bolan,2008,200000,850000,Petrol,Islamabad,Original,Local,Manual,Used,"Jandi Road, Gujar Khan"
Daihatsu,Mira,2015,133600,2050000,Petrol,Lahore,Original,Imported,Automatic,Used,"Citi Housing Society, Sialkot"
Suzuki,Bolan,2007,100000,750000,Petrol,Sindh,Original,Local,Manual,Used,"Airport Road, Quetta"
Toyota,Corolla GLI,2018,84000,4250000,Petrol,Karachi,Original,Local,Manual,Used,"Abbasia Canal Road, Khanpur"
Honda,Civic Prosmetic,2012,100000,2400000,Petrol,Lahore,Original,Local,Manual,Used,"Johar Town Phase 2, Lahore"
Suzuki,Mehran VXR,2015,12345,1150000,Petrol,Islamabad,Original,Local,Manual,Used,"Park View City, Islamabad"
FAW,V2,2016,85000,1325000,Petrol,Lahore,Original,Local,Manual,Used,"Township, Lahore"
Hyundai,Santro,2003,92000,1000000,Petrol,Karachi,Original,Imported,Manual,Used,"DHA Phase 5, Karachi"
Toyota,Corrolla Altis,2005,200000,2000000,Petrol,Peshawar,Original,Local,Automatic,Used,"Gulberg, Peshawar"
Suzuki,Mehran VXR,2014,100000,925000,Petrol,Faisalabad,Original,Imported,Manual,Used,"Ghang Road, Sheikhüpura"
Honda,Civic Prosmetic,2011,130000,2299000,Petrol,Islamabad,Original,Local,Automatic,Used,"G-14/4, Islamabad"
Suzuki,Every,2010,90000,1400000,Petrol,Karachi,Original,Imported,Automatic,Used,"University Road, Karachi"
Hyundai,Santro,2000,90000,635000,Petrol,Lahore,Original,Imported,Manual,Used,"Islamia Park, Faisalabad"
Suzuki,Mehran VXR,2009,88000,1200000,Petrol,Jhelum,Original,Local,Manual,Used,"Cantt, Jhelum"
Honda,City Aspire,2016,84000,3190000,Petrol,Karachi,Original,Local,Automatic,Used,"Abul Hassan Isphani Road, Karachi"
Changan,Karvaan,2022,5500,2550000,Petrol,Unregistered,Original,Local,Manual,Used,"Gulshan-e-Ravi, Lahore"
Daihatsu,Mira,2006,100000,1250000,Petrol,Karachi,Original,Imported,Automatic,Used,"Gulistan-e-Jauhar Block 7, Karachi"
Hyundai,Santro,2004,12345,850000,Petrol,Karachi,Original,Imported,Manual,Used,"Shadab Garden, Lahore"
Suzuki,Bolan,2015,100000,1000000,Petrol,Multan,Original,Local,Manual,Used,"G-10, Islamabad"
Daihatsu,Mira,2013,70000,2100000,Petrol,Lahore,Original,Imported,Automatic,Used,"Kohinoor Town, Faisalabad"
Daihatsu,Cuore,2005,123456,850000,Petrol,Lahore,Original,Imported,Manual,Used,"Gujranwala, Punjab"
Daihatsu,Cuore,2003,241000,550000,Petrol,Karachi,Original,Imported,Manual,Used,"Gulshan-e-Iqbal Town, Karachi"
Daihatsu,Hijet,2012,107540,1350000,Petrol,Karachi,Original,Imported,Manual,Used,"North Nazimabad - Block H, Karachi"
Suzuki,Alto,2007,95000,1120000,Petrol,Lahore,Original,Local,Automatic,Used,"DHA Defence, Lahore"
Honda,City Aspire,2019,33000,4200000,Petrol,Punjab,Original,Local,Automatic,Used,"Wazirabad Road, Sialkot"
Honda,City IVTEC,2021,49000,3990000,Petrol,Islamabad,Original,Local,Manual,Used,"Chaklala, Rawalpindi"
Daihatsu,Mira,2014,82600,2190000,Petrol,Karachi,Original,Imported,Automatic,Used,"Bahadurabad, Karachi"
Suzuki,Wagon R,2022,11500,2950000,Petrol,Lahore,Original,Local,Manual,Used,"Military Accounts Housing Society, Lahore"
Honda,Civic Prosmetic,2003,107000,1585000,Petrol,Karachi,Original,Local,Automatic,Used,"Super Town, Lahore"
Toyota,Corolla GLI,2012,110000,3050000,Petrol,Lahore,Original,Local,Automatic,Used,"Hayatabad Phase 6, Peshawar"
Suzuki,Bolan,2015,36000,1000000,Petrol,Rawalpindi,Original,Local,Manual,Used,"I-10 Markaz, Islamabad"
Suzuki,Mehran VXR,2018,68000,1450000,Petrol,Multan,Original,Local,Manual,Used,"Others, Jatoi"
Honda,City IVTEC,2018,87000,3495000,Petrol,Lahore,Original,Local,Automatic,Used,"Nishat Colony, Lahore"
Suzuki,Bolan,2013,95000,895000,Petrol,Lahore,Original,Local,Manual,Used,"Chungi Amar Sadhu, Lahore"
Honda,Civic Prosmetic,2006,200000,1600000,Petrol,Punjab,Original,Local,Automatic,Used,"Aara, Islamabad"
Honda,City IDSI,2007,142000,2050000,Petrol,Islamabad,Original,Local,Manual,Used,"I-9, Islamabad"
Daihatsu,Move,2012,108000,2150000,Petrol,Lahore,Original,Imported,Automatic,Used,"D-12, Islamabad"
Honda,City IDSI,2002,90000,1380000,Petrol,Lahore,Original,Imported,Manual,Used,"Allama Iqbal Town, Lahore"
Daihatsu,Hijet,2017,124000,1285000,Petrol,Rawalpindi,Original,Imported,Automatic,Used,"Mian Khel Bazar, Kohat"
Suzuki,Baleno,2005,123456,875000,Petrol,Lahore,Original,Local,Manual,Used,"9th Avenue, Islamabad"
Toyota,Corolla GLI,2014,125000,3500000,Petrol,Lahore,Original,Local,Automatic,Used,"Cantt, Attock"
Hyundai,Santro,2005,1000,1040000,Petrol,Lahore,Original,Local,Manual,Used,"Wafaqi Colony, Lahore"
Hyundai,Santro,2000,200000,690000,Petrol,Islamabad,Original,Imported,Manual,Used,"Sadiqabad, Rawalpindi"
Hyundai,Santro,2005,110000,780000,Petrol,Lahore,Original,Local,Manual,Used,"Changa Manga Chunian Road, Chunian"
Toyota,Passo,2015,74000,2750000,Petrol,Islamabad,Original,Imported,Automatic,Used,"Ashraf Road, Peshawar"
Honda,Civic Prosmetic,2013,156000,3200000,Petrol,Islamabad,Original,Local,Automatic,Used,"Chaklala Scheme, Rawalpindi"
Daihatsu,Cuore,2006,180047,735000,Petrol,Karachi,Original,Imported,Manual,Used,"Johar Town Phase 2, Lahore"
Suzuki,Ravi,2014,44000,620000,Petrol,Karachi,Original,Local,Manual,Used,"Baldia Town, Karachi"
KIA,Picanto,2021,24000,3200000,Petrol,Lahore,Original,Local,Automatic,Used,"Thokar Niaz Baig, Lahore"
Daihatsu,Move,2014,151000,2050000,Petrol,Lahore,Original,Imported,Automatic,Used,"Bahria Town, Lahore"
Honda,Civic Prosmetic,2010,145696,2300000,Petrol,Lahore,Original,Local,Automatic,Used,"Others, Sargodha"
Suzuki,Alto,2006,242657,580000,Petrol,Sindh,Original,Local,Manual,Used,"Jamia Millia Road, Karachi"
Chevrolet,Exclusive,2005,100000,620000,Petrol,Islamabad,Original,Imported,Manual,Used,"New Shakrial, Islamabad"
Toyota,Corolla XLI,2009,350000,1900000,Petrol,Sindh,Original,Local,Manual,Used,"Tarhana, Abbottabad"
Suzuki,Swift,2017,12348,2390000,Petrol,Lahore,Original,Local,Manual,Used,"Gulshan Abad, Rawalpindi"
Daihatsu,Mira,2014,82000,1995000,Petrol,Karachi,Original,Imported,Automatic,Used,"Saima Luxury Homes, Karachi"
Toyota,Corolla GLI,2015,102758,3350000,Petrol,Sindh,Original,Local,Automatic,Used,"Hill Park, Karachi"
Daihatsu,Mira,2017,59000,3100000,Petrol,Karachi,Original,Imported,Automatic,Used,"North Nazimabad - Block A, Karachi"
Suzuki,Wagon R,2019,97000,2050000,Petrol,Lahore,Original,Local,Manual,Used,"Peer Colony, Lahore"
Suzuki,Every,2011,200000,1550000,Petrol,Islamabad,Original,Imported,Automatic,Used,"Civil Lines, Rawalpindi"
Honda,City IVTEC,2009,146000,2050000,Petrol,Lahore,Original,Local,Manual,Used,"Bhikhi Road, Sheikhüpura"
Honda,City IDSI,2007,180000,1670000,Petrol,Lahore,Original,Local,Manual,Used,"Education Town, Lahore"
FAW,X-PV,2017,168904,850000,Petrol,Lahore,Original,Imported,Manual,Used,"Shahdara, Lahore"
Suzuki,Bolan,2012,72672,950000,Petrol,Karachi,Original,Local,Manual,Used,"Samungli Road, Quetta"
Toyota,Passo,2023,35000,4000000,Petrol,Karachi,Original,Imported,Automatic,Used,"Bahria Town Karachi, Karachi"
Suzuki,Bolan,2005,9990,520000,Petrol,Karachi,Original,Imported,Manual,Used,"Muzaffarabad Colony, Karachi"
Toyota,Altis Grande,2016,74000,3880000,Petrol,Karachi,Original,Local,Automatic,Used,"Clifton - Block 8, Karachi"
Suzuki,Bolan,2017,48000,1325000,Petrol,Islamabad,Original,Local,Manual,Used,"Johar Town Phase 1, Lahore"
Toyota,Altis Grande,2016,48000,4250000,Petrol,Karachi,Original,Local,Automatic,Used,"Lucknow Society, Karachi"
Honda,City IVTEC,2021,11000,3950000,Petrol,Karachi,Original,Local,Manual,Used,"Surjani Town, Karachi"
Honda,City IVTEC,2011,200000,2650000,Petrol,Islamabad,Original,Local,Manual,Used,"GT Road, Kharian"
Hyundai,Santro,2005,200000,920000,Petrol,Lahore,Original,Imported,Manual,Used,"Abdali Road, Lahore"
Honda,City IVTEC,2016,119000,2985000,Petrol,Lahore,Original,Local,Manual,Used,"Eden Gardens, Faisalabad"
Toyota,Corolla GLI,2015,80000,2790000,Petrol,Karachi,Original,Local,Manual,Used,"DHA Phase 3, Lahore"
Suzuki,Swift,2018,146000,2500000,Petrol,Lahore,Original,Local,Manual,Used,"Al Fajar Homes, Sargodha"
Suzuki,Bolan,2017,50000,1350000,Petrol,Multan,Original,Imported,Manual,Used,"Karor Lal Esan, Layyah"
Daihatsu,Mira,2009,150000,1575000,Petrol,Lahore,Original,Imported,Automatic,Used,"Arsalan Town, Islamabad"
Mitsubishi,Lancer,2009,125000,1410000,Petrol,Karachi,Original,Imported,Automatic,Used,"University Road, Karachi"
Honda,Civic Prosmetic,2002,245000,1250000,Petrol,Sindh,Original,Imported,Automatic,Used,"7th Avenue, Islamabad"
Daihatsu,Mira,2006,129800,1300000,Petrol,Karachi,Original,Imported,Automatic,Used,"Gulzar-E-Hijri, Karachi"
Daihatsu,Move,2014,1234,1865000,Petrol,Sialkot,Original,Imported,Automatic,Used,"Sialkot Bypass, Gujranwala"
Suzuki,Mehran VXR,2005,70000,600000,Petrol,Lahore,Original,Local,Manual,Used,"Kamra, Attock"
Honda,Civic Prosmetic,2007,180000,1950000,Petrol,Lahore,Original,Local,Automatic,Used,"Partal Town, Islamabad"
Hyundai,Santro,2006,180000,870000,Petrol,Lahore,Original,Local,Manual,Used,"Khana Kacha Road, Lahore"
Daihatsu,Cuore,2009,100000,800000,Petrol,Karachi,Original,Local,Manual,Used,"Buffer Zone 1, Karachi"
Suzuki,Wagon R,2022,10000,2900000,Petrol,Lahore,Original,Local,Manual,Used,"Jhang Sadar, Jhang"
Toyota,Corolla GLI,2020,61000,4665000,Petrol,Lahore,Original,Local,Automatic,Used,"Shalimar Housing Scheme, Lahore"
Honda,Civic Prosmetic,2007,182000,1800000,Petrol,Karachi,Original,Local,Automatic,Used,"City Garden Housing Scheme, Bahawalpur"
Toyota,Corolla XLI,2015,12345,3350000,Petrol,Islamabad,Original,Local,Manual,Used,"Gulbahar, Peshawar"
Honda,City IVTEC,2010,146500,2250000,Petrol,Lahore,Original,Local,Manual,Used,"New Samanabad, Lahore"
Suzuki,Cultus VXR,2008,100000,890000,Petrol,Lahore,Original,Local,Manual,Used,"Awan Town, Lahore"
Daihatsu,Cuore,2000,180833,730000,Petrol,Sindh,Original,Imported,Manual,Used,"G-11, Islamabad"
Honda,City IVTEC,2001,111111,1235000,Petrol,Lahore,Original,Imported,Manual,Used,"Allama Iqbal Intl Airport, Lahore"
Suzuki,Mehran VXR,2011,65000,800000,Petrol,Karachi,Original,Local,Manual,Used,"I-10, Islamabad"
Suzuki,Alto,2001,10000,870000,Petrol,Karachi,Original,Local,Automatic,Used,"Scheme 33 - Sector 15-A, Karachi"
Toyota,Yaris,2021,17000,4500000,Petrol,Karachi,Original,Local,Automatic,Used,"Gulshan-e-Iqbal, Karachi"
Suzuki,Swift,2017,49000,2100000,Petrol,Karachi,Original,Local,Manual,Used,"Korangi, Karachi"
Toyota,Corolla GLI,2015,123456,3425000,Petrol,Lahore,Original,Local,Manual,Used,"Abid Colony, Multan"
Daihatsu,Mira,2015,98000,2230000,Petrol,Islamabad,Original,Imported,Automatic,Used,"G-13, Islamabad"
Suzuki,Swift,2015,69850,1820000,Petrol,Karachi,Original,Local,Manual,Used,"Gulberg Town, Karachi"
Daihatsu,Cuore,2004,5000,585000,Petrol,Karachi,Original,Imported,Manual,Used,"North Karachi, Karachi"
Honda,City IVTEC,2016,109000,3400000,Petrol,Lahore,Original,Imported,Automatic,Used,"Chan Da Qila, Gujranwala"
Suzuki,Alto,2009,75000,850000,Petrol,Karachi,Original,Local,Manual,Used,"Harbanspura, Lahore"
Daihatsu,Hijet,2011,120000,1285000,Petrol,Lahore,Original,Imported,Automatic,Used,"Dheri Hassanabad, Rawalpindi"
Honda,City IDSI,2006,123123,1425000,Petrol,Karachi,Original,Local,Manual,Used,"Defence Garden, Karachi"
Honda,City IVTEC,2014,142000,2690000,Petrol,Islamabad,Original,Local,Manual,Used,"Bahria Garden City, Islamabad"
Suzuki,Bolan,2009,11111,850000,Petrol,Islamabad,Original,Local,Manual,Used,"Jhelum Road, Chakwal"
Honda,City IVTEC,2018,99999,3500000,Petrol,Lahore,Original,Local,Automatic,Used,"Lalazar Housing Scheme, Burewala"
Hyundai,Santro,2005,120000,1075000,Petrol,Islamabad,Original,Local,Manual,Used,"Commercial Market, Rawalpindi"
Daihatsu,Mira,2014,46000,1900000,Petrol,Karachi,Original,Imported,Automatic,Used,"Gulshan-e-Iqbal, Karachi"
Suzuki,Bolan,2003,100000,950000,Petrol,Lahore,Original,Local,Manual,Used,"Main Bazar Road, Bagh"
Mitsubishi,Minica,2008,198000,1050000,Petrol,Lahore,Original,Imported,Automatic,Used,"Jannat Road, Khanewal"
KIA,Classic,2003,100000,470000,Petrol,Faisalabad,Original,Imported,Manual,Used,"Ameen Park, Lahore"
Suzuki,Cultus VXR,2013,62442,1325000,Petrol,Lahore,Original,Local,Manual,Used,"Faisalabad Road, Gojra"
Honda,City Aspire,2017,73000,3650000,Petrol,Lahore,Original,Local,Automatic,Used,"Timber Market Scheme, Lahore"
Suzuki,Mehran VXR,2005,150000,650000,Petrol,Lahore,Original,Imported,Manual,Used,"Peer Meher Ali Shah Town, Rawalpindi"
